id,tipo,text_start,text_end,text
11821453,Premise,824,1044,"The response rates in 108 assessable patients with and without HER2 gene amplification by fluorescence in situ hybridization (FISH) analysis were 34% (95% CI, 23.9% to 45.7%) and 7% (95% CI, 0.8% to 22.8%), respectively."
11821453,Premise,1045,1228,"Seventeen (57%) of 30 patients with an objective response and 22 (51%) of 43 patients with clinical benefit had not experienced disease progression at follow-up at 12 months or later."
11821453,Premise,1229,1367,"The most common treatment-related adverse events were chills (25% of patients), asthenia (23%), fever (22%), pain (18%), and nausea (14%)."
11821453,Premise,1368,1538,"Cardiac dysfunction occurred in two patients (2%); both had histories of cardiac disease and did not require additional intervention after discontinuation of trastuzumab."
11821453,Claim,1539,1641,"There was no clear evidence of a dose-response relationship for response, survival, or adverse events."
11821453,Claim,1642,1824,"Single-agent trastuzumab is active and well tolerated as first-line treatment of women with metastatic breast cancer with HER2 3+ overexpression by IHC or gene amplification by FISH."
11830607,Claim,1,107,"Older patients, even if fit, are often considered incapable of tolerating platinum-based systemic therapy."
11830607,Premise,811,957,"Older patients had a higher incidence of cardiovascular (P =.009) and respiratory (P =.04) comorbidities and nonanalgesic medication use (P =.02)."
11830607,Premise,958,1070,"Leukopenia (P<.001) and neuropsychiatric toxicity (P =.002) were more common in elderly men than in younger men."
11830607,Premise,1071,1131,"Elderly women lost more weight than younger women (P =.006)."
11830607,Premise,1196,1618,"The proportions with clinical partial or complete response (21.5% versus 23.3%; Fisher's exact test, P =.66), median time to progression (4.37 versus 4.30 months; log-rank test, P =.29), and survival distribution (log-rank test, P =.29; median survival, 9.05 versus 8.53 months; 1-year survival, 38% versus 29%; and 2-year survival, 14% versus 12%) were similar in patients younger than 70 years and 70 years old or older."
11830607,Premise,1619,1687,"Baseline quality-of-life and treatment-outcome indices were similar."
11830607,Premise,1688,1767,"Equivalent declines over time in functional well-being occurred in both groups."
11830607,Claim,2049,2116,"Advanced age alone should not preclude appropriate NSCLC treatment."
11830607,Claim,1768,1922,"Response rate, toxicity, and survival in fit, elderly NSCLC patients receiving platinum-based treatment appear to be similar to those in younger patients,"
11830607,Claim,1923,2048,"although patients 70 years old or older have more comorbidities and can expect more leukopenia and neuropsychiatric toxicity."
11830607,Premise,1132,1195,"Other toxic effects were similar in older and younger patients."
11843249,Premise,1061,1298,"The partial and complete response rate (PR + CR) was significantly greater for patients receiving SIR-Spheres when measured by tumor areas (44%) vs. 17.6%, P = 0.01) tumor volumes (50% vs. 24%, P = 0.03) and CEA (72% vs. 47%, P = 0.004)."
11843249,Premise,1299,1611,"The median time to disease progression in the liver was significantly longer for patients receiving SIR-Spheres in comparison to patients receiving HAC alone when measured by either tumor areas (9.7 vs. 15.9 months, P = 0.001), tumor volumes (7.6 vs. 12.0 months, P = 0.04) or CEA (5.7 vs. 6.7 months, P = 0.06)."
11843249,Premise,1612,1766,"The one, two, three and five-year survival for patients receiving SIR-Spheres was 72%, 39%, 17% and 3.5%, compared to 68%, 29%, 6.5% and 0% for HAC alone."
11843249,Premise,1767,1908,"Cox regression analysis suggests an improvement in survival for patients treated with SIR-Spheres who survive more than 15 months (P = 0.06)."
11843249,Premise,1909,2083,"There was no increase in grade 3-4 treatment related toxicity and no loss of quality of life for patients receiving SIR-Spheres in comparison to patients receiving HAC alone."
11843249,Claim,2084,2273,"The combination of a single injection of SIR-Spheres plus HAC is substantially more effective in increasing tumor responses and progression free survival than the same regimen of HAC alone."
11896110,Claim,1,278,"Phase II and III studies have shown that the addition of interleukin-2 (IL-2) and interferon alpha-2b (IFN alpha-2b) in multiagent chemotherapy (CT) for advanced melanoma increases overall response (OR), albeit without clear evidence of an improvement in overall survival (OS)."
11896110,Claim,279,388,"Treatment with high-dose IL-2 can cause severe toxicity and is normally administered in an inpatient setting."
11896110,Premise,902,1018,"At a median follow-up of 18 (CT) and 16 (bioCT) months, median OS was 9.5 versus 11.0 months (P =.51), respectively."
11896110,Premise,1019,1189,"In the 89 CT-arm patients, 18 ORs (20.2%) (three complete responders [CRs] and 15 partial responders [PRs]) were observed according to World Health Organization criteria."
11896110,Premise,1190,1281,"In the 87 bioCT-arm patients, 22 ORs (25.3%) (three CRs and 19 PRs) (P =.70) were recorded."
11896110,Premise,1282,1341,"Treatment-related toxicity was fairly similar in both arms."
11896110,Claim,1342,1469,"The addition of low-dose immunotherapy did not produce a statistically significant advantage in OS, time to progression, or OR."
11896110,Claim,1470,1632,"However, the 11-month median OS in the bioCT arm does not differ greatly from the best results with high-dose IL-2-containing regimens reported in the literature."
11896110,Claim,1646,1740,"our treatment schedule was carried out on outpatients and had an acceptable level of toxicity."
16476840,Premise,1008,1226,"Differences in mean QOL change scores from baseline to study end for epoetin alfa versus BSC were 3.17 points for the FACT-General Total, 9.90 for the FACT-An Fatigue subscale, and 7.30 for the FACT-An Anemia subscale."
16476840,Premise,1227,1440,"This was equivalent to corrections in QOL deficits attributable to epoetin alfa of 97.3%, 40.7%, and 38.0% for the FACT-General Total, FACT-An Fatigue, and FACT-An Anemia subscale scores, respectively, versus BSC."
16476840,Premise,1441,1599,"A somewhat greater QOL benefit was observed for the FACT-An Fatigue and FACT-An Anemia subscales in the subset of patients with baseline Hb levels >10.5 g/dl."
16476840,Premise,1600,1671,"Patients in this study had impaired QOL compared with population norms."
16476840,Claim,1672,1876,"Early treatment with epoetin alfa to correct anemia improved QOL in a statistically significant and clinically meaningful way, and improvements were greater in patients with baseline Hb levels >10.5 g/dl."
16476841,Premise,731,856,"Significantly fewer EPO patients than BSC patients with initial Hb levels >9.7 g/dl to < or =12.1 g/dl required transfusions."
16476841,Premise,857,996,"EPO maintained Hb levels throughout the study for patients with Hb levels >11.3 g/dl to < or =12.1 g/dl, compared with a decrease with BSC."
16476841,Premise,997,1356,"For patients with baseline Hb levels >10.5 g/dl, for whom the mean changes from baseline to last assessment were measured by the Cancer Linear Analogue Scale assessments of energy and overall QOL as well as by the Functional Assessment of Cancer Therapy (FACT)-Fatigue and FACT-An Anemia subscale, QOL scores were significantly greater with EPO than with BSC."
16476841,Premise,1357,1396,"QOL declined in patients receiving BSC,"
16476841,Premise,1401,1536,"the mean decreases in QOL scores were greater for BSC patients with baseline Hb levels >10.5 g/dl, compared with the overall BSC group."
16476841,Claim,1537,1739,"In patients with cancer receiving platinum-based chemotherapy and with baseline Hb levels >10.5 g/dl, early intervention with EPO reduces transfusions, maintains Hb level, and maintains or improves QOL."
16476841,Claim,1740,1847,"This study supports the positive effects of early intervention when analyzed according to initial Hb value."
16483488,Premise,813,1006,"The response rate was 35.7% vs. 43.8% (P = 0.4), median TTP was 4.7 months vs. 5.5 months (P = 0.6), one-year survival rate was 38.5% vs. 58.6% (P = 0.07) in the NL and NP groups, respectively."
16483488,Premise,1007,1137,"Grade I-II neuro-sensory toxicity occurred significantly more frequent in NL group than in NP group (68.4% vs. 36.4%, P = 0.0017)."
16483488,Premise,1138,1265,"However, Grade I-II granulocytopenia was significantly less occurred in NL group than in NP group (49.4% vs. 70.6%, P = 0.037)."
16483488,Premise,1266,1353,"There was no statistically difference between the two groups regarding quality of life."
16483488,Claim,1354,1460,"Due to good efficacy and tolerability, the NL regimen offered a new candidate for treating advanced NSCLC."
16487438,MajorClaim,1,83,"The impact of prolonged subclinical hyperthyroidism on quality of life is unclear."
16487438,Premise,1322,1433,"After 6 months, none of the quality of life parameters in the low-TSH group was different from baseline values."
16487438,Premise,1434,1543,"In the euthyroid group, motivation was significantly improved (Multidimensional Fatigue Index-20, P = 0.003),"
16487438,Premise,1544,1620,"although this parameter did not differ from the reference group at baseline."
16487438,Premise,1621,1735,"A probable worsening in role limitations as a result of physical problems (Short Form-36; P = 0.050) was observed."
16487438,Premise,1736,1781,"No improvement in the SDQ score was observed."
16487438,Claim,1782,1897,"In summary, quality of life in patients with DTC and long-term subclinical hyperthyroidism in general is preserved."
16487438,Claim,1898,1969,"Restoration of euthyroidism in general does not affect quality of life."
17664467,MajorClaim,1,143,"For patients with advanced gastric or gastroesophageal cancer (AGGEC) providing clinical benefit with improved palliation is highly desirable."
17664467,Premise,1092,1261,"DCF significantly prolonged time to definitive worsening of KPS compared with CF (median, 6.1 v 4.8 months; hazard ratio, 1.38; 95% CI, 1.08 to 1.76; log-rank P = .009)."
17664467,Premise,1262,1359,"Although time to definitive weight loss and time to definitive worsening of appetite favored DCF,"
17664467,Premise,1408,1495,"Pain-free survival and time to first cancer pain-related opioid intake were comparable."
17664467,Claim,1663,1830,"The addition of D to CF not only significantly improved clinical benefit but also improved quality of life, time to progression, and overall survival compared with CF."
17664467,Premise,1360,1407,"the results were not statistically significant."
19704057,Premise,1257,1363,"The most favorable effect was observed in patients with low hepatic tumor load and resected primary tumor."
19704057,Premise,1364,1455,"Seven and nine deaths were observed in the octreotide LAR and placebo groups, respectively."
19704057,Premise,1456,1516,"The HR for overall survival was 0.81 (95% CI, 0.30 to 2.18)."
19704057,Claim,1517,1677,"Octreotide LAR significantly lengthens time to tumor progression compared with placebo in patients with functionally active and inactive metastatic midgut NETs."
19704057,Premise,1678,1763,"Because of the low number of observed deaths, survival analysis was not confirmatory."
19704057,Premise,873,1045,"Median time to tumor progression in the octreotide LAR and placebo groups was 14.3 and 6 months, respectively (hazard ratio [HR] = 0.34; 95% CI, 0.20 to 0.59; P = .000072)."
19704057,Premise,1046,1195,"After 6 months of treatment, stable disease was observed in 66.7% of patients in the octreotide LAR group and 37.2% of patients in the placebo group."
20006921,Premise,1109,1201,"The most commonly reported adverse events were nausea, abdominal pain, vomiting and fatigue."
20006921,Premise,1202,1319,"At the end of the study, 62.5%, 25% and 60% had stable disease in the 120 mg, 240 mg and placebo group, respectively."
20006921,Premise,1320,1397,"A higher proportion of patients in Z-360 groups reported improvement in pain."
20006921,Claim,1398,1462,"Z-360 is safe and well tolerated when combined with gemcitabine."
20009826,Premise,1019,1099,"Results were correlated with previously reported objective sensibility outcomes."
20009826,Premise,1390,1582,"There was a statistically significant improvement in all three measures in patients who were randomized to receive innervated free TRAM flaps compared with those receiving noninnervated flaps."
20009826,Claim,1583,1768,"This study demonstrates that innervation of free TRAM flaps used for breast reconstruction not only improves sensibility but also has a positive effect on patient-rated quality of life."
20026818,Premise,923,1011,"Approximately one-half had hematologic toxicities and toxicity-related treatment delays."
20026818,Premise,1012,1261,"Approximately one-quarter had neurotoxicities and/or ototoxicites, moist desquamation, pneumonia, nausea and vomiting requiring hospitalization or intravenous fluids, dehydration or malnutrition requiring hospitalization, and mild or moderate fever."
20026818,Premise,1262,1437,"Although patients receiving the current intensity-modulated radiation therapy (IMRT) protocol using the Pinnacle(3) planning system had more toxicity-related treatment delays,"
20026818,Premise,1438,1680,"they had fewer toxicities and better functional and health-related quality of life outcomes compared with those receiving conventional lateral opposing-field radiation or the initial IMRT protocol using the Best nomos PEACOCK planning system."
20026818,Claim,1681,1884,"Patients receiving CRT experience a substantial number of treatment-related adverse events, primarily affecting oropharyngeal and laryngeal function, with improvement noted for the current IMRT protocol."
20227168,Premise,1110,1237,"After 1 mo, 44.1% (26 of 59) of patients were continent in group A, while 20.3% (12 of 59) were continent in group B (p=0.018)."
20227168,Premise,1238,1356,"At 3 mo, 59.3% (35 of 59) and 37.3% (22 of 59) patients were continent in group A and group B, respectively (p=0.028)."
20227168,Premise,1357,1512,"The ICS male SF mean score showed better results in group A than in group B patients at both 1 mo (14.6 vs 18.3) and 3 mo (8.1 vs 12.2) after RP (p=0.002)."
20227168,Premise,1513,1734,"In age-adjusted logistic regression analyses, patients who performed preoperative PFME had a 0.41-fold lower risk of being incontinent 1 mo after RP and a 0.38-fold lower risk of being incontinent 3 mo after RP (p≤0.001)."
20227168,Claim,1735,1808,"Preoperative PFME may improve early continence and QoL outcomes after RP."
20227168,Claim,1809,1863,"Further studies are needed to corroborate our results."
20339140,Premise,1204,1357,"After a median follow-up time of 9.64 months, incidence rates of grades 2-4 acute diarrhea were similar in both groups (49% placebo vs 44% LAO; P = .21)."
20339140,Premise,1358,1532,"No statistically significant treatment differences in chemotherapy or radiation delivery, medical resource utilization, patient-reported bowel function, or QoL were observed."
20339140,Claim,1533,1709,"In this study, the prophylactic use of LAO did not prevent the incidence or reduce the severity of diarrhea and had no notable impact on patient-reported bowel function or QoL."
20351334,Premise,668,743,"Median PFS was 2.3 months for each arm (HR, 1.004; 95% CI, 0.841 to 1.199)."
20351334,Premise,744,891,"ORR, stable disease, median OS, were 4.4% versus 5.5%, 36.0% versus 39.6%, 6.7 versus 7.2 months (HR, 0.973; 95% CI, 0.805 to 1.176), respectively."
20351334,Premise,892,992,"No significant difference in patient benefit and QOL (Functional Assessment of Cancer Therapy-Lung)."
20351334,Premise,993,1036,"No unexpected adverse events were observed."
20351334,Premise,1037,1614,"Grade higher than 0 (vinflunine v docetaxel) anemia (82.1% v 79.8%), neutropenia (49.3 v 39.02%), thrombocytopenia (30.6% v 14.3%), febrile neutropenia (3.3% v 4.7%), constipation (39.2% v 11.7%), fatigue (36.6% v 33.9%), injection site reaction (31.9% v 0.7%), nausea (26.7% v 23.7%), vomiting (23.8% v 14.2%), alopecia (19.8% v 35.4%), stomatis (19.4% v 12.4%), abdominal pain (20.1% v 3.6%), myalgia (14.7% v 6.6%), peripheral neuropathy (10.7% v 15.0%), arthralgia (7.0% v 7.7%), diarrhea (6.2% v 12.4%), edema (1.5% v 5.4%), and nail disorders (1.1% v 5;1%) were observed."
20351334,Claim,1615,1715,"This noninferiority phase III study showed similar efficacy end points for vinflunine and docetaxel."
20351334,Claim,1716,1808,"Despite higher rates of some adverse effects (anemia, abdominal pain, constipation, fatigue)"
20351334,Claim,1809,1867,"the overall toxicity profile of vinflunine was manageable."
20351334,MajorClaim,1879,1966,"VFL may be another option in the second-line treatment of patients with advanced NSCLC."
20362386,Premise,1356,1648,"For intervention and control groups respectively, mean catheter duration was 11.74 d and 12.74 d (p=0.451); leakage on cystogram was present in six and eight cases (p=0.28); and incontinence (any involuntary urine loss) at 3 mo was 75% and 69% (p=0.391) and at 6 mo was 51% and 43% (p=0.686)."
20362386,Premise,1649,1709,"Urinary retention occurred only in one case (control group)."
20362386,Premise,1710,1836,"The percentage of cases returning to baseline in all QoL domains (except insomnia) was similar at 6 mo between the two groups."
20362386,Premise,1837,2006,"Short follow-up, lack of blinding, and probable small differences in our method of MFRR performed compared with other studies were identified as significant limitations."
20362386,Premise,2007,2086,"No significant difference in any of the analysed outcome measures was observed."
20362386,Claim,2087,2207,"Posterior reconstruction of the musculofascial complex does not appear to improve early urinary incontinence after RALP."
21296449,Premise,1687,1727,"There was no difference in OS (p=0.992)."
21296449,Premise,1565,1686,"There was a significant decrease in pain scores from baseline to post cycles 2 and 3 (p=0.025 and p=0.002, respectively)."
21296449,Premise,1365,1496,"No difference was observed in hospitalization rate, blood transfusions, antibiotics administration and non-haematological toxicity."
21296449,Premise,1041,1245,"There was no statistical difference in the number of cycles administered (arms A, B and D: median 2 cycles and arm C: median 3 cycles) and no difference in RR: arm A=6%, arm B=6%, arm C=10%, and arm D=0%."
21296449,Premise,1246,1364,"There was no statistically significant difference in grade 3/4 neutropenia and thrombocytopenia between the four arms."
21296449,Premise,1728,1857,"Median survival and 6-month survival were 61, 86, 88 and 97 days and 29%, 33%, 21% and 26% for arms A, B, C, and D, respectively."
21296449,Claim,1858,1921,"Clinical efficacy of docetaxel was observed at all dose levels."
21296449,Claim,1922,2035,"Higher dose levels were not associated with increased toxicities, use of IV antibiotics or hospitalization rates."
21296449,Premise,2045,2204,"the median survival observed is shorter than historical data and do not support further evaluation of these doses of single agent docetaxel in this population."
21366974,Premise,1867,2024,"RT was then associated with increased breast symptoms and with greater (self-reported) fatigue, but with lower levels of insomnia and endocrine side effects."
21366974,Premise,2025,2285,"These statistically significant differences in breast symptoms persisted for up to 5 years after RT [mean difference, RT was 5.27 units greater than no RT, 95% confidence interval (CI) of 1.46 to 9.07], with similar, though non-significant, trends in insomnia."
21366974,Premise,2286,2466,"No significant difference was found in the overall quality of life measure, with the no RT group having 0.36 units greater quality of life than the RT group (95% CI -5.09 to 5.81)."
21366974,Claim,2467,2603,"Breast RT is tolerated well by most older breast cancer patients without impairing their overall health-related quality of life (HRQoL)."
21366974,Claim,2683,2764,"our results show that the addition of RT does not impair overall quality of life."
21366974,Claim,2765,2861,"Further economic modelling on the longer-term costs and consequences of omitting RT is required."
22011650,Premise,729,1320,"Significantly more patients recorded improvements in HRQoL and symptoms with gefitinib in the EGFR mutation-positive subgroup (n = 259; FACT-L 70.2% versus 44.5%; odds ratio, 3.01 [95% confidence interval, 1.79-5.07]; p < 0.001; TOI 70.2% versus 38.3%; 3.96 [2.33-6.71]; p < 0.001; LCS 75.6% versus 53.9%; 2.70 [1.58-4.62]; p < 0.001), and with carboplatin/paclitaxel in the EGFR mutation-negative subgroup (n = 169; FACT-L 14.6% versus 36.3%; odds ratio, 0.31 [0.15-0.65]; p = 0.002; TOI 12.4% versus 28.8%; 0.35 [0.16-0.79]; p = 0.011; LCS 20.2% versus 47.5%; 0.28 [0.14-0.55]; p < 0.001)."
22011650,Premise,1321,1611,"Median time-to-worsening (months) FACT-L score was longer with gefitinib versus carboplatin/paclitaxel for the overall population (8.3 versus 2.5) and EGFR mutation-positive subgroup (15.6 versus 3.0), and similar for both treatments in the EGFR mutation-negative subgroup (1.4 versus 1.4)."
22011650,Premise,1612,1725,"Median time-to-improvement with gefitinib was 8 days in patients with EGFR mutation-positive tumors who improved."
22011650,Claim,1726,1945,"HRQoL and symptom endpoints were consistent with efficacy outcomes in IPASS and favored gefitinib in patients with EGFR mutation-positive tumors and carboplatin/paclitaxel in patients with EGFR mutation-negative tumors."
22097195,Premise,1297,1455,"The TTP in the test group was prolonged for 23 days when compared with that of the control group, with insignificant difference (87 days vs 64 days, P=0.063)."
22097195,Premise,1460,1592,"The scores of domains in EORTC QLQ-LC43 were statistically significantly better in the test group than in the control group (P<0.05)"
22097195,Claim,1687,1818,"The CM comprehensive regimen as MT had equivalent efficacy on TTP when compared with single-agent maintenance chemotherapy regimen."
22097195,Claim,1867,2033,"It is necessary to enlarge the sample size to further confirm the therapeutic efficacy of CM comprehensive regimen as MT in treatment of patients with advanced NSCLC."
22097195,Premise,1593,1682,"except cognitive and social functions, the symptoms of dysphagia and pain in other parts."
22097195,Claim,1819,1862,"It was advantageous over improving the QOL."
22842422,Premise,1158,1285,"Of the patients in the one-stage group, 70 percent had revision surgery, mostly because of upper pole fullness and poor ptosis."
22842422,Premise,1421,1467,"Quality of life was similar in the two groups."
22842422,Claim,1468,1544,"The permanent expander method failed significantly as a one-stage procedure."
22842422,Claim,1545,1642,"The crescent two-stage method gave the most acceptable results both objectively and subjectively."
22857983,Premise,905,1025,"Significant differences in QoL emerged in activity limitation, physical capacity, and sexual functioning, favouring IAD."
22857983,Premise,1026,1319,"No significant differences emerged in the prevalence of AEs: 87 patients in the IAD arm (31.8%) and 95 in the CAD arm (33.9%) had cardiovascular (CV) AEs (p=0.59), with 25 (9.1%) and 29 (10.4%) withdrawn (p=0.62), and 21 (7.7%) and 24 (8.6%) dying because of a CV event (p=0.70), respectively;"
22857983,Premise,1320,1403,"bone fractures occurred in 19 (6.9%) and 15 (5.4%) patients (p=0.44), respectively."
22857983,Premise,1404,1483,"Hot flushes or night sweats were the most common ADRs (47.1% vs 50.4%; p=0.44)."
22857983,Premise,1484,1602,"Erectile dysfunction (15.7% vs 7.9%; p=0.042) and depressed mood (2.2 vs 0%; p=0.032) were more common in the IAD arm."
22857983,Claim,1603,1676,"IAD showed benefits in the treatment of advanced PCa with respect to QoL."
22857983,Claim,1677,1736,"The prevalence of AEs was not significantly lower with IAD."
22868247,Premise,1098,1180,"There was no difference in overall or cancer-specific survival between the 2 arms."
22868247,Premise,1181,1276,"There was no statistically significant difference in QOL between the 2 arms at 0 and 12 months."
22868247,Premise,1277,1434,"The total mean costs at 24 months were significantly lower in the intermittent arm ($3135 vs. $8253 Canadian dollars, P=0.0167) compared with the continuous."
22868247,Premise,1435,1494,"The main limitation of this study is the small sample size."
22868247,Claim,1495,1722,"We have observed that intermittent ADT in patients with CRPCa, using a testosterone of >1.75 ngmol/L as a trigger to reinitiate LHRHa, results in a substantial cost savings with no negative impact on oncologic and QOL outcomes."
22877848,Premise,1219,1588,"In the three-group randomisation, in comparison with standard radiotherapy, median overall survival was significantly longer with temozolomide (8·3 months [95% CI 7·1-9·5; n=93] vs 6·0 months [95% CI 5·1-6·8; n=100], hazard ratio [HR] 0·70; 95% CI 0·52-0·93, p=0·01), but not with hypofractionated radiotherapy (7·5 months [6·5-8·6; n=98], HR 0·85 [0·64-1·12], p=0·24)."
22877848,Premise,1589,1798,"For all patients who received temozolomide or hypofractionated radiotherapy (n=242) overall survival was similar (8·4 months [7·3-9·4; n=119] vs 7·4 months [6·4-8·4; n=123]; HR 0·82, 95% CI 0·63-1·06; p=0·12)."
22877848,Premise,1799,2093,"For age older than 70 years, survival was better with temozolomide and with hypofractionated radiotherapy than with standard radiotherapy (HR for temozolomide vs standard radiotherapy 0·35 [0·21-0·56], p<0·0001; HR for hypofractionated vs standard radiotherapy 0·59 [95% CI 0·37-0·93], p=0·02)."
